"Nummer","Unternehmen","PLZ","Ort","Konzernmarken","Umsatz","NettoDB","Preisumsetzung","Kundenklasse","Jahr","Prognose","Geo Point","Ortsname","Breitengrad","Längengrad","Quad"
1660,"250A9E8DD28545398FB89E",86938,"Schondorf a. Ammersee",8,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2018,"A","48.0528929362, 11.0864479101","Schondorf a. Ammersee",48.0528929362,11.0864479101,"<50,2724/>9,7901"
1663,"82D095E5AC3DB9598D453DE1",19374,"Domsühl, Mestlin, Obere Warnow u.a.",4,"Hoher Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","notA",2018,"notA","53.525734835, 11.8245391403","Domsühl, Mestlin, Obere Warnow u.a.",53.525734835,11.8245391403,">50,2724/>9,7901"
1664,"709317E64611279496AD4F5C",9575,"Eppendorf",4,"Hoher Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","notA",2018,"A","50.7962135539, 13.2544328644","Eppendorf",50.7962135539,13.2544328644,">50,2724/>9,7901"
1669,"25569AA4EDA275C62969BABB",41748,"Viersen",5,"Niedriger Umsatz","Hoher Netto-DB","Hohe Pr.Um.","A",2018,"notA","51.274170781, 6.39798599159","Viersen",51.274170781,6.39798599159,">50,2724/<9,7901"
1673,"81A4DC72402875AA65A17425",96148,"Baunach",8,"Hoher Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","notA",2018,"notA","49.9955195256, 10.8210389675","Baunach",49.9955195256,10.8210389675,"<50,2724/>9,7901"
1686,"D23B619A81378E293529C531",49637,"Menslage",5,"Niedriger Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2018,"notA","52.671926088, 7.81643557831","Menslage",52.671926088,7.81643557831,">50,2724/<9,7901"
1696,"B947A61655759B888542F2DD",36419,"Geisa",7,"Niedriger Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","A",2018,"A","50.7044525387, 9.97243164816","Geisa",50.7044525387,9.97243164816,">50,2724/>9,7901"
1707,"4D5E14BFD5F5AC9471E6C493",24983,"Handewitt",9,"Niedriger Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2018,"A","54.7605596872, 9.31741492857","Handewitt",54.7605596872,9.31741492857,">50,2724/<9,7901"
1708,"1D9E173EF00DDC48235AE0DB",86694,"Niederschönenfeld",3,"Niedriger Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","A",2018,"A","48.7222115331, 10.9207510858","Niederschönenfeld",48.7222115331,10.9207510858,"<50,2724/>9,7901"
1710,"1B7C2396B9813351EABB1DE6",61137,"Schöneck",3,"Hoher Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","notA",2018,"notA","50.2069295529, 8.84353840351","Schöneck",50.2069295529,8.84353840351,"<50,2724/<9,7901"
1716,"B9FFA2147655DD40A3EF4B13",80995,"München",7,"Hoher Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","notA",2018,"notA","48.217157311, 11.5149477676","München",48.217157311,11.5149477676,"<50,2724/>9,7901"
1721,"EA601FFCB74A26C3F367FA07",99099,"Erfurt",9,"Hoher Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2018,"notA","50.9500676102, 11.0985823673","Erfurt",50.9500676102,11.0985823673,">50,2724/>9,7901"
1726,"B9A3A63D4972ACD517B64F24",47059,"Duisburg",9,"Hoher Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","notA",2018,"notA","51.4391567124, 6.7403321613","Duisburg",51.4391567124,6.7403321613,">50,2724/<9,7901"
1731,"EBF42743DF179E39304918F7",88637,"Leibertingen, Buchheim",5,"Niedriger Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","A",2018,"notA","48.0300864565, 9.02139608574","Leibertingen, Buchheim",48.0300864565,9.02139608574,"<50,2724/<9,7901"
1733,"4977A6C110C37028791D4E02",66132,"Saarbrücken",8,"Niedriger Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","A",2018,"notA","49.2256391646, 7.07799762018","Saarbrücken",49.2256391646,7.07799762018,"<50,2724/<9,7901"
1734,"19B7A540353BF4E541491B",4315,"Leipzig",7,"Hoher Umsatz","Hoher Netto-DB","Hohe Pr.Um.","notA",2018,"A","51.3445565996, 12.4079946628","Leipzig",51.3445565996,12.4079946628,">50,2724/>9,7901"
1738,"1CB22B83BB70227AC6D9BBE5",67278,"Bockenheim an der Weinstraße",7,"Niedriger Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","A",2018,"A","49.6085029673, 8.1870183162","Bockenheim an der Weinstraße",49.6085029673,8.1870183162,"<50,2724/<9,7901"
1739,"4A2818A8F424FB777B29DB5E",58119,"Hagen",7,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2018,"A","51.3529745121, 7.56862057877","Hagen",51.3529745121,7.56862057877,">50,2724/<9,7901"
1740,"1AE81B29D1DC8BAB2995FF16",83236,"Übersee",9,"Hoher Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2018,"notA","47.8267671003, 12.4774575821","Übersee",47.8267671003,12.4774575821,"<50,2724/>9,7901"
1741,"EBA8236AE030EFAC84101CC0",78607,"Talheim",5,"Hoher Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2018,"notA","48.0131119457, 8.6657502387","Talheim",48.0131119457,8.6657502387,"<50,2724/<9,7901"
1754,"190FA142161B463CD0C93FD",21380,"Artlenburg",7,"Hoher Umsatz","Hoher Netto-DB","Hohe Pr.Um.","notA",2018,"notA","53.3644456298, 10.4864889517","Artlenburg",53.3644456298,10.4864889517,">50,2724/>9,7901"
1759,"4A901CAAD704BDBF5D846290",65451,"Kelsterbach",5,"Hoher Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","notA",2018,"notA","50.0493151835, 8.51789468849","Kelsterbach",50.0493151835,8.51789468849,"<50,2724/<9,7901"
1764,"1953A56B293C37A9B955D7B3",54421,"Reinsfeld",9,"Niedriger Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2018,"notA","49.6784674269, 6.88298113941","Reinsfeld",49.6784674269,6.88298113941,"<50,2724/<9,7901"
1766,"B8D39EA93D282372466C102D",79664,"Wehr",1,"Hoher Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","notA",2018,"A","47.625526577, 7.91509879401","Wehr",47.625526577,7.91509879401,"<50,2724/<9,7901"
1769,"49E4553D3B11714CB5602B54",36355,"Grebenhain",5,"Niedriger Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","A",2018,"A","50.4953847681, 9.33894774247","Grebenhain",50.4953847681,9.33894774247,">50,2724/<9,7901"
1778,"1F22623F4B62D9D4BCC94FD8",6231,"Bad Dürrenberg",10,"Niedriger Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","A",2018,"A","51.2843104424, 12.0955844023","Bad Dürrenberg",51.2843104424,12.0955844023,">50,2724/>9,7901"
1779,"49B8511443678913774908A",21335,"Lüneburg",6,"Niedriger Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","A",2018,"notA","53.2183616195, 10.3867639108","Lüneburg",53.2183616195,10.3867639108,">50,2724/>9,7901"
1780,"1978529521CE70055385B2B",37216,"Witzenhausen, Gutsbezirk",8,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2018,"notA","51.2902993136, 9.75591650034","Witzenhausen, Gutsbezirk",51.2902993136,9.75591650034,">50,2724/<9,7901"
1784,"1A7BE8D5FA0E8ACFE5E89A40",36093,"Künzell",8,"Hoher Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","notA",2018,"A","50.5212334535, 9.75464433898","Künzell",50.5212334535,9.75464433898,">50,2724/<9,7901"
1786,"BBFBD317EE1A9E141AD15DDE",44799,"Bochum",6,"Niedriger Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","A",2018,"A","51.4531055181, 7.23394109838","Bochum",51.4531055181,7.23394109838,">50,2724/<9,7901"
1787,"4FBE659751BDD89D5A2C6FA7",40595,"Düsseldorf",6,"Hoher Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","notA",2018,"A","51.1397550607, 6.90390839864","Düsseldorf",51.1397550607,6.90390839864,">50,2724/<9,7901"
1795,"CE843BDC973B81FFE87D9180",35239,"Steffenberg",10,"Niedriger Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","A",2018,"A","50.8345587274, 8.45265747238","Steffenberg",50.8345587274,8.45265747238,">50,2724/<9,7901"
1800,"3C9BBDF642306EA747CCE70A",27308,"Kirchlinteln",3,"Niedriger Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2018,"A","52.9291403574, 9.36103875995","Kirchlinteln",52.9291403574,9.36103875995,">50,2724/<9,7901"
1802,"9D1B863456247A7CB8F52094",97837,"Erlenbach b. Marktheidenfeld",8,"Niedriger Umsatz","Hoher Netto-DB","Hohe Pr.Um.","A",2018,"A","49.8226159681, 9.64318645151","Erlenbach b. Marktheidenfeld",49.8226159681,9.64318645151,"<50,2724/<9,7901"
1805,"CED83FF5A81CF06A5C2495B7",73540,"Heubach",5,"Hoher Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2018,"notA","48.7869977957, 9.94480459666","Heubach",48.7869977957,9.94480459666,"<50,2724/>9,7901"
1808,"3A9D897517BBB6E31CD9A7CE",72474,"Winterlingen",9,"Hoher Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","notA",2018,"A","48.1889376057, 9.13871482461","Winterlingen",48.1889376057,9.13871482461,"<50,2724/<9,7901"
1812,"9DFF861F4A234D212A019D6D",66849,"Landstuhl",5,"Niedriger Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","A",2018,"A","49.4034998501, 7.5600681847","Landstuhl",49.4034998501,7.5600681847,"<50,2724/<9,7901"
1819,"6CE3BA7544E858B333DD7A8C",99986,"Vogtei, Kammerforst u.a.",7,"Niedriger Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","A",2018,"A","51.1436008012, 10.4097179241","Vogtei, Kammerforst u.a.",51.1436008012,10.4097179241,">50,2724/>9,7901"
1830,"3DB7814B94D460463EB4ACD",91217,"Hersbruck",5,"Hoher Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2018,"notA","49.506335578, 11.4274420646","Hersbruck",49.506335578,11.4274420646,"<50,2724/>9,7901"
1832,"9C37BA891D59844E5D767BAA",40595,"Düsseldorf",8,"Hoher Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","notA",2018,"notA","51.1397550607, 6.90390839864","Düsseldorf",51.1397550607,6.90390839864,">50,2724/<9,7901"
1839,"6D2B86E3139291DC44AA9C4B",78554,"Aldingen",5,"Hoher Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2018,"notA","48.0939589782, 8.68293498387","Aldingen",48.0939589782,8.68293498387,"<50,2724/<9,7901"
1857,"6BC9B24B5A1E7EC58D4B6176",76684,"Östringen",5,"Hoher Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2018,"A","49.1898413202, 8.75224429658","Östringen",49.1898413202,8.75224429658,"<50,2724/<9,7901"
1859,"6D9382E130B2D71462072585",15938,"Golßen",6,"Niedriger Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","A",2018,"A","51.9500034158, 13.5888837447","Golßen",51.9500034158,13.5888837447,">50,2724/>9,7901"
1870,"3E27C8F7F95F6B3BD85F4809",39624,"Kalbe, Bismark",9,"Niedriger Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","A",2018,"notA","52.6929021864, 11.404557837","Kalbe, Bismark",52.6929021864,11.404557837,">50,2724/>9,7901"
1871,"CF67F0B4C8B3F3C9A286275",85586,"Poing",5,"Hoher Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2018,"notA","48.1682672133, 11.8025794234","Poing",48.1682672133,11.8025794234,"<50,2724/>9,7901"
1873,"6DE471367673B26EFFD21E4",18320,"Ahrenshagen-Daskow, Trinwillershagen u.a.",4,"Niedriger Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","A",2018,"notA","54.2429421558, 12.6185839929","Ahrenshagen-Daskow, Trinwillershagen u.a.",54.2429421558,12.6185839929,">50,2724/>9,7901"
1874,"3D2472B7229F91F16E32D962",83236,"Übersee",6,"Hoher Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","notA",2018,"notA","47.8267671003, 12.4774575821","Übersee",47.8267671003,12.4774575821,"<50,2724/>9,7901"
1878,"3821FC74ACD4B37F834A8CD",82211,"Herrsching a. Ammersee",3,"Hoher Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","notA",2018,"notA","48.0079482167, 11.1660822005","Herrsching a. Ammersee",48.0079482167,11.1660822005,"<50,2724/>9,7901"
1882,"9FFBF71CD26CE75A67E355F",75056,"Sulzfeld",5,"Hoher Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","notA",2018,"A","49.1062915101, 8.86223516307","Sulzfeld",49.1062915101,8.86223516307,"<50,2724/<9,7901"
1884,"3D78769E1DB8E064DA6BDD55",88637,"Leibertingen, Buchheim",6,"Hoher Umsatz","Hoher Netto-DB","Hohe Pr.Um.","notA",2018,"notA","48.0300864565, 9.02139608574","Leibertingen, Buchheim",48.0300864565,9.02139608574,"<50,2724/<9,7901"
1885,"CC384EDD2C54846377EE3E83",71554,"Weissach im Tal",3,"Hoher Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","notA",2018,"notA","48.9216519622, 9.49612303821","Weissach im Tal",48.9216519622,9.49612303821,"<50,2724/<9,7901"
1886,"9CF84D5C9AC97A7D6683D2",57610,"Altenkirchen (Westerwald)",2,"Niedriger Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2018,"notA","50.6830550092, 7.66456974502","Altenkirchen (Westerwald)",50.6830550092,7.66456974502,">50,2724/<9,7901"
1889,"5507B523612468AF9B1F74F",97753,"Karlstadt",6,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2018,"A","49.9699453873, 9.74393390228","Karlstadt",49.9699453873,9.74393390228,"<50,2724/<9,7901"
1893,"5604B112C9FAF5C56A00EAB9",58135,"Hagen",3,"Hoher Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2018,"A","51.3382212388, 7.42153178387","Hagen",51.3382212388,7.42153178387,">50,2724/<9,7901"
1896,"A7448951F81691C2C78596F",49163,"Bohmte",4,"Niedriger Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","A",2018,"A","52.4136351056, 8.27866283048","Bohmte",52.4136351056,8.27866283048,">50,2724/<9,7901"
1897,"53013FD147B1D74B87783B16",35239,"Steffenberg",6,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2018,"notA","50.8345587274, 8.45265747238","Steffenberg",50.8345587274,8.45265747238,">50,2724/<9,7901"
1899,"555BF7BDC804EFA75454100",13057,"Berlin Falkenberg",2,"Niedriger Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","A",2018,"A","52.5716456619, 13.5417479086","Berlin Falkenberg",52.5716456619,13.5417479086,">50,2724/>9,7901"
1901,"F4DB34B939096A41970DB87B",31162,"Bad Salzdetfurth",3,"Hoher Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2018,"A","52.0723589076, 10.0244188507","Bad Salzdetfurth",52.0723589076,10.0244188507,">50,2724/>9,7901"
1904,"698DACBCF3FE2567A5419BA",67745,"Grumbach",5,"Hoher Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2018,"A","49.6694720403, 7.576213479","Grumbach",49.6694720403,7.576213479,"<50,2724/<9,7901"
1907,"535D3BF87896A6DE33213F21",66706,"Perl",7,"Niedriger Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","A",2018,"A","49.5045025592, 6.42610240252","Perl",49.5045025592,6.42610240252,"<50,2724/<9,7901"
1909,"55BFF50D31AC39EFD59347",25358,"Horst",5,"Hoher Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2018,"notA","53.8172593584, 9.6055182986","Horst",53.8172593584,9.6055182986,">50,2724/<9,7901"
1910,"57F24A0F95CD58F169B9719",79289,"Horben",6,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2018,"notA","47.9351164266, 7.85708093778","Horben",47.9351164266,7.85708093778,"<50,2724/<9,7901"
1913,"56BCB510EADAB30D4CAD5377",74388,"Talheim",4,"Niedriger Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2018,"A","49.0851004329, 9.20129976773","Talheim",49.0851004329,9.20129976773,"<50,2724/<9,7901"
1914,"67CDAE0D338D50BE8A0A443",92552,"Teunz",9,"Niedriger Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","A",2018,"A","49.5003181025, 12.3895287449","Teunz",49.5003181025,12.3895287449,"<50,2724/>9,7901"
1915,"F73C8ED2FECEA7D6B39494E9",97657,"Sandberg",7,"Niedriger Umsatz","Hoher Netto-DB","Hohe Pr.Um.","A",2018,"notA","50.337827057, 10.0099016694","Sandberg",50.337827057,10.0099016694,">50,2724/>9,7901"
1916,"A7FC8D53DB36D70AE128B0A1",77767,"Appenweier",4,"Niedriger Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","A",2018,"notA","48.5531556074, 7.9795927186","Appenweier",48.5531556074,7.9795927186,"<50,2724/<9,7901"
1921,"F46330BB1A292C89B1A01B5",86643,"Rennertshofen",8,"Niedriger Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","A",2018,"notA","48.7731601154, 11.0478394406","Rennertshofen",48.7731601154,11.0478394406,"<50,2724/>9,7901"
1924,"620DEC9EC1FA49E5CF9A074",86920,"Denklingen",4,"Hoher Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","notA",2018,"notA","47.8884783366, 10.840170116","Denklingen",47.8884783366,10.840170116,"<50,2724/>9,7901"
1927,"53E53FFA5BB6E016158C86EF",57319,"Bad Berleburg",4,"Niedriger Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","A",2018,"notA","51.0550659916, 8.40585731836","Bad Berleburg",51.0550659916,8.40585731836,">50,2724/<9,7901"
1928,"3259C0A30BB6358F101AE",24354,"Kosel, Rieseby u.a.",5,"Niedriger Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","A",2018,"notA","54.5347015828, 9.78983411977","Kosel, Rieseby u.a.",54.5347015828,9.78983411977,">50,2724/<9,7901"
1935,"F6F4B244A9B46EB9C4E3722E",78333,"Stockach",7,"Niedriger Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","A",2018,"notA","47.8929803392, 8.94540478004","Stockach",47.8929803392,8.94540478004,"<50,2724/<9,7901"
1936,"A634B1C58C4C1E65965F5666",86920,"Denklingen",3,"Niedriger Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","A",2018,"A","47.8884783366, 10.840170116","Denklingen",47.8884783366,10.840170116,"<50,2724/>9,7901"
1939,"542B37EF5947F13D39EE20EC",72813,"St. Johann",7,"Hoher Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","notA",2018,"notA","48.4519261764, 9.35457695819","St. Johann",48.4519261764,9.35457695819,"<50,2724/<9,7901"
1942,"A56BFAC15BF2B5C8B2E749F",21109,"Hamburg",9,"Niedriger Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","A",2018,"notA","53.491243321, 10.0284574157","Hamburg",53.491243321,10.0284574157,">50,2724/>9,7901"
1951,"F54FC06DB556F9034384CE5",97422,"Schweinfurt",3,"Niedriger Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","A",2018,"notA","50.0674418179, 10.2422820223","Schweinfurt",50.0674418179,10.2422820223,"<50,2724/>9,7901"
1953,"57CC8D849E803CAA1D77C7E",87772,"Pfaffenhausen",7,"Niedriger Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","A",2018,"A","48.1227486428, 10.4447568933","Pfaffenhausen",48.1227486428,10.4447568933,"<50,2724/>9,7901"
1957,"52C9347C1AD3434A0F5D64",82380,"Peißenberg",4,"Niedriger Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","A",2018,"A","47.7994274346, 11.0677413187","Peißenberg",47.7994274346,11.0677413187,"<50,2724/>9,7901"
1960,"453E41C43447D625A9B3FD3",67308,"Albisheim (Pfrimm)",9,"Niedriger Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","A",2018,"A","49.6300579348, 8.10644573315","Albisheim (Pfrimm)",49.6300579348,8.10644573315,"<50,2724/<9,7901"
1970,"727E98B5EF54BDFFA29D426",9430,"Drebach",2,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2018,"notA","50.6873200478, 13.0202351324","Drebach",50.6873200478,13.0202351324,">50,2724/>9,7901"
1979,"57BB7E53A955A9348183C3F",12489,"Berlin Teltowkanal III",9,"Hoher Umsatz","Hoher Netto-DB","Hohe Pr.Um.","notA",2018,"A","52.4357504787, 13.5432153349","Berlin Teltowkanal III",52.4357504787,13.5432153349,">50,2724/>9,7901"
1980,"77BEDA261D23A4A4E70D011",75173,"Pforzheim",2,"Hoher Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","notA",2018,"A","48.880819112, 8.67838332769","Pforzheim",48.880819112,8.67838332769,"<50,2724/<9,7901"
1983,"54B8C4137295F059F59345BA",79585,"Steinen",3,"Hoher Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2018,"A","47.6749983441, 7.74280058981","Steinen",47.6749983441,7.74280058981,"<50,2724/<9,7901"
1992,"154BCF321B916DE25166C421",86931,"Prittriching",6,"Niedriger Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","A",2018,"notA","48.2004429425, 10.9255455551","Prittriching",48.2004429425,10.9255455551,"<50,2724/>9,7901"
1994,"B7C84EB0D44583F3183292D4",49413,"Dinklage",2,"Hoher Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","notA",2018,"notA","52.6607895388, 8.10019370907","Dinklage",52.6607895388,8.10019370907,">50,2724/<9,7901"
1995,"468876F3E5A9E7F4B5B77102",88693,"Deggenhausertal",5,"Niedriger Umsatz","Hoher Netto-DB","Hohe Pr.Um.","A",2018,"notA","47.7836929079, 9.40069798031","Deggenhausertal",47.7836929079,9.40069798031,"<50,2724/<9,7901"
1997,"E20DC3F27FF6D1A1A7F66733",22159,"Hamburg",5,"Niedriger Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","A",2018,"A","53.6137326017, 10.11878085","Hamburg",53.6137326017,10.11878085,">50,2724/>9,7901"
2002,"1517CB1B24B61C77E53FC016",7356,"Lobenstein, Neundorf",7,"Niedriger Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2018,"notA","50.4460219962, 11.6236860557","Lobenstein, Neundorf",50.4460219962,11.6236860557,">50,2724/>9,7901"
2006,"1614715BFF76E6BD5352517D",92358,"Seubersdorf i.d. OPf.",5,"Hoher Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","notA",2018,"notA","49.1552129705, 11.6174936419","Seubersdorf i.d. OPf.",49.1552129705,11.6174936419,"<50,2724/>9,7901"
2007,"E251C7DB40D1A03413AF6304",23845,"Seth",7,"Niedriger Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","A",2018,"A","53.8310805939, 10.1690152786","Seth",53.8310805939,10.1690152786,">50,2724/>9,7901"
2011,"4533C8B11D495BF6257759A7",24640,"Schmalfeld",7,"Hoher Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2018,"A","53.8944898855, 9.99485470185","Schmalfeld",53.8944898855,9.99485470185,">50,2724/>9,7901"
2016,"16F07170E371D1E0C1A6EC84",86643,"Rennertshofen",9,"Niedriger Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","A",2018,"A","48.7731601154, 11.0478394406","Rennertshofen",48.7731601154,11.0478394406,"<50,2724/>9,7901"
2018,"B275C471792EE7B5D3E7FAB5",35232,"Dautphetal",7,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2018,"A","50.8459304181, 8.55722265703","Dautphetal",50.8459304181,8.55722265703,">50,2724/<9,7901"
2020,"B42FF4DB13824E643CABBE46",97993,"Creglingen",5,"Hoher Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","notA",2018,"A","49.4534851145, 10.0685033878","Creglingen",49.4534851145,10.0685033878,"<50,2724/>9,7901"
2023,"E7EC4D1AEDBAC472D87AB65",94379,"Sankt Englmar",3,"Niedriger Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","notA",2018,"notA","49.0041747458, 12.8207726523","Sankt Englmar",49.0041747458,12.8207726523,"<50,2724/>9,7901"
2026,"16AC7559DC56A07575FFE8B3",84082,"Laberweinting",5,"Niedriger Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","A",2018,"A","48.7814393362, 12.3152915668","Laberweinting",48.7814393362,12.3152915668,"<50,2724/>9,7901"
2029,"E57BCFE55E278642AD3978FE",24809,"Nübbel",9,"Hoher Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2018,"notA","54.2650676911, 9.59715549187","Nübbel",54.2650676911,9.59715549187,">50,2724/<9,7901"
2036,"17384DE6B40B188FB6D1A43",61479,"Glashütten",9,"Hoher Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2018,"A","50.2129551936, 8.40264719119","Glashütten",50.2129551936,8.40264719119,"<50,2724/<9,7901"
2040,"B5E7C84D44F8870B4BDC5881",86633,"Neuburg an der Donau",5,"Hoher Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2018,"A","48.7363818394, 11.1949237979","Neuburg an der Donau",48.7363818394,11.1949237979,"<50,2724/>9,7901"
2041,"44A7F00E7514E30CE659BB57",21380,"Artlenburg",7,"Niedriger Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2018,"notA","53.3644456298, 10.4864889517","Artlenburg",53.3644456298,10.4864889517,">50,2724/>9,7901"
2043,"E624718CBAC0D1D960EE47A",79279,"Vörstetten",4,"Hoher Umsatz","Hoher Netto-DB","Hohe Pr.Um.","notA",2018,"notA","48.0699114782, 7.83616429378","Vörstetten",48.0699114782,7.83616429378,"<50,2724/<9,7901"
2044,"B6E4720D9F387DC1FDB1C9EA",74405,"Gaildorf",4,"Niedriger Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2018,"A","49.0027467252, 9.77517004479","Gaildorf",49.0027467252,9.77517004479,"<50,2724/<9,7901"
2046,"176449CF8B2C691A288E446",57539,"Fürthen",6,"Niedriger Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","A",2018,"notA","50.7498194496, 7.65933681471","Fürthen",50.7498194496,7.65933681471,">50,2724/<9,7901"
2053,"E6C071A7A6C73A403DF9505B",67578,"Gimbsheim",6,"Niedriger Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","A",2018,"notA","49.7769945901, 8.37970986311","Gimbsheim",49.7769945901,8.37970986311,"<50,2724/<9,7901"
